t,bin_idx,disp,rps_am,rps_bc,rps_tm,lam_fixed,rps_fixed,lam_adaptive,rps_adaptive
2023.5,8,0.8829240662035666,0.27301515692071326,0.19240900000000005,0.24686672707871565,0.68,0.20925525630571812,1.0,0.19240900000000005
2023.75,8,0.42066864142222243,0.18928935728333335,0.08510000000000001,0.16041620691324232,0.705,0.10776603026508202,0.9999988245430392,0.08510007686016727
2024.0,7,0.634819689375,0.705378756036111,0.7725250000000001,0.7324713374755267,0.735,0.752478512232636,1.0,0.7725250000000001
2024.25,7,0.5943335016959997,0.28673444342400006,0.22410000000000002,0.25136475863874863,0.71,0.23999949145195842,1.0,0.22410000000000002
2024.5,7,0.3830392694562415,0.22585975245651582,0.12749999999999997,0.19615579550391446,0.73,0.14864694755407998,1.0,0.12749999999999997
2024.75,7,0.8002461823999998,0.423893488,0.5043000000000001,0.4169386077672382,0.76,0.47947559162879994,1.0,0.5043000000000001
2025.0,6,0.6174786226691644,0.25744598587375594,0.17368715240000004,0.23469095129323597,0.725,0.1925665147402703,1.0,0.17368715240000004
2025.25,6,0.5343131267972222,0.8843273400527777,1.126025,0.9720057345479906,0.755,1.0620000766054176,1.0,1.126025
2025.5,6,0.5746944685410175,0.34071750623531044,0.2926,0.3383765572450736,0.665,0.30561170577219776,1.0,0.2926
2025.75,6,0.2829272861410306,0.3256017262171007,0.256232925969,0.3331978782411894,0.68,0.2756006379526754,1.0,0.256232925969
